,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
96,Long Weekend,2021,R,12 Mar 2021,91 min,"Comedy, Romance",Steve Basilone,Steve Basilone,"Steve Basilone, Jennifer Irwin, Jess Jacobs","A down-on-his-luck struggling writer, meets an enigmatic woman who enters his life at the right time.",English,https://m.media-amazon.com/images/M/MV5BMDYxMmFkMDgtMDU0Mi00Mjc0LWJjOGQtOTY5ZTgxZjA4Njk1XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_SX300.jpg,53,6.1,"$855,765",N/A
97,The Jesus Music,2021,PG-13,01 Oct 2021,109 min,Documentary,"Andrew Erwin, Jon Erwin","Jon Erwin, Bekah Hubbell","Kirk Franklin, Amy Grant, Kevin Max","This documentary reveals Jesus Music's untold story - from its humble beginnings at the Calvary Chapel in Costa Mesa, California through its transformation into the multi-billion-dollar industry of Christian Contemporary Music today.",English,https://m.media-amazon.com/images/M/MV5BOWU1YmI1ZmEtNjUxZC00N2E5LTg1YTItNDBjYmUyZWYxMTY4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,42,7.0,"$844,743",N/A
98,Witnesses,2021,PG,04 Jun 2021,110 min,"Action, Adventure, Drama",Mark Goodman,Mitch Davis,"Michael Zuccola, Caleb J. Spivak, Lincoln Hoppe","For nearly 200 years, skeptics and critics have been trying to explain away what many Book of Mormon witnesses stated-that they had seen angels and hefted golden metal plates containing ancient inscriptions.",English,https://m.media-amazon.com/images/M/MV5BMDBjODU2MzktM2M3My00OTY2LTlhNzYtYjY4ODJjMjJhMjJiXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,N/A,4.2,"$836,536",N/A
99,The Alpinist,2021,PG-13,10 Sep 2021,92 min,Documentary,"Peter Mortimer, Nick Rosen",N/A,"Marc-André Leclerc, Peter Mortimer, Alex Honnold","Marc-André Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure.",English,https://m.media-amazon.com/images/M/MV5BOWY1NTBmOTQtYzgxMi00NjU0LTliNGEtNmUwNmQzZGVjNzhkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,67,8.0,"$738,175",N/A
100,The Mauritanian,2021,R,02 Mar 2021,129 min,"Biography, Drama, Thriller",Kevin Macdonald,"Michael Bronner, Rory Haines, Sohrab Noshirvani","Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud",Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,"English, French, Arabic, German",https://m.media-amazon.com/images/M/MV5BODJlMzdlYzItMzRkNi00NTE0LTliZjQtMTllNzkxNDVhNjkxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,53,7.5,"$1,060,556",N/A
101,Blue Bayou,2021,R,17 Sep 2021,117 min,Drama,Justin Chon,Justin Chon,"Justin Chon, Alicia Vikander, Mark O'Brien","As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",English,https://m.media-amazon.com/images/M/MV5BZjkyNjY1ZDAtMDBmNC00NzU1LTk1MzMtZTc5OWY3ODMwZWIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,58,7.1,"$744,813",N/A
102,The Rescue,2021,PG,08 Oct 2021,107 min,"Documentary, Action, Mystery","Jimmy Chin, Elizabeth Chai Vasarhelyi",N/A,"Bancha Duriyapunt, Apakorn Youkongkaew, Anan Surawan","A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",English,https://m.media-amazon.com/images/M/MV5BODIwNGZiNjQtM2FhYy00NDZkLTlmOTUtZjMzNTE2YWI2NzRlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,N/A,8.4,"$637,665",N/A
103,Lamb of God: The Concert Film,2021,N/A,12 Mar 2021,90 min,Musical,Rob Gardner,Rob Gardner,"Casey Elliott, Katherine Thomas, Tyler Hardwick","Embrace the hope of Easter and experience the power of the last week of Christ's mortal ministry as told through the internationally acclaimed musical event, Lamb of God. This unique concert film brings award winning composer Rob Gar",English,https://m.media-amazon.com/images/M/MV5BOGE5Njc0MzEtZGY1Zi00ZWViLTkwNmYtOTFmOGMzYzA1OTdkXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,N/A,8.5,"$575,783",N/A
104,The Sparks Brothers,2021,R,18 Jun 2021,140 min,"Documentary, Biography, Comedy",Edgar Wright,N/A,"Ron Mael, Russell Mael, Beck",A musical odyssey through five weird and wonderful decades with Ron and Russell Mael celebrating the inspiring legacy of Sparks.,English,https://m.media-amazon.com/images/M/MV5BNTA0YTE5M2MtZTc0Ny00ODViLWI2ZjItOTU3YzJmNzdhYjI3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,80,7.9,"$480,774",N/A
105,Werewolves Within,2021,R,02 Jul 2021,97 min,"Comedy, Horror, Mystery",Josh Ruben,Mishna Wolff,"Sam Richardson, Milana Vayntrub, George Basil",Feature adaptation of the video game where werewolves attack a small town.,English,https://m.media-amazon.com/images/M/MV5BZDlkZmY3ZGUtMjY3ZS00MGE4LWFjMjYtZjNmYTE0YWYxOTJmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,66,6.0,"$475,488",N/A
106,For the Love of Money,2021,R,20 Oct 2021,99 min,"Drama, Thriller",Leslie Small,"Timothy Allen Smith, Zadia Ife, Leslie Small","Katt Williams, Keri Hilson, Rotimi","When a single mother is pushed to her limit, she turns to the only world she knows, a world she's spent a lifetime running from, to protect her daughter.",English,https://m.media-amazon.com/images/M/MV5BZDg0Mjk4ZTQtMjZlMi00NmZiLWJiN2MtMjMyM2YwOTUyMzliXkEyXkFqcGdeQXVyMTM4ODAwNTU2._V1_SX300.jpg,N/A,6.0,"$470,000",N/A
107,National Champions,2021,R,10 Dec 2021,116 min,"Drama, Sport",Ric Roman Waugh,Adam Mervis,"Stephan James, J.K. Simmons, Alexander Ludwig","Follows star quarterback who ignites a players strike hours before the biggest game of the year in order to fight for fair compensation, equality and respect for the student-athletes.",English,https://m.media-amazon.com/images/M/MV5BNWY3NTA0ZjktYjMwMy00YjU0LTlhNWQtYmIzMjAzNzY1MmMyXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX300.jpg,52,5.6,"$445,740",N/A
108,Jathi Ratnalu,2021,N/A,11 Mar 2021,145 min,Comedy,Anudeep K.V.,Anudeep K.V.,"Naveen Polishetty, Rahul Ramakrishna, Priyadarshi",The plot revolves around the three prisoners. They get released and plan for a happy life outside. Things take a new turn and bring in a twist. Can they find happiness and love now?,Telugu,https://m.media-amazon.com/images/M/MV5BNTY5ZTcwOTEtNGU0MS00NWFkLWExZDUtMTljY2Y2YWMxNGNlXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,N/A,7.6,"$424,667",N/A
109,The Lost Leonardo,2021,PG-13,13 Aug 2021,96 min,Documentary,Andreas Koefoed,"Andreas Dalsgaard, Christian Kirk Muff, Andreas Koefoed","Jerry Saltz, Robert K. Wittman, Doug Patteson","The mystery surrounding the Salvator Mundi, the first painting by Leonardo da Vinci to be discovered for more than a century, which has now seemingly gone missing.","English, French",https://m.media-amazon.com/images/M/MV5BMDdlZjFmNzItYzlmOS00YzMzLTgyZTgtNTQ3ZTdjNzQxN2QxXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,79,7.6,"$418,286",N/A
110,Flag Day,2021,R,20 Aug 2021,109 min,"Crime, Drama",Sean Penn,"Jez Butterworth, Jennifer Vogel, John-Henry Butterworth","Mitchell McCormick, Tom Anniko, Dylan Penn","A father lives a double life as a counterfeiter, bank robber and con man in order to provide for his daughter.",English,https://m.media-amazon.com/images/M/MV5BZmVkYjZlZDItMDk4NS00ZjVjLTkyNjYtY2NiNzQ5ODE0ZWRlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,53,4.9,N/A,N/A
111,Willy's Wonderland,2021,TV-MA,12 Feb 2021,88 min,"Action, Comedy, Horror",Kevin Lewis,G.O. Parsons,"Nicolas Cage, Emily Tosta, Beth Grant","A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans ",English,https://m.media-amazon.com/images/M/MV5BOTc3ZjVkYTYtMDZiMC00OTliLWE3OTEtYjY5NTBmNGJjYTBmXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,44,5.5,"$395,743",N/A
112,Dreamland: The Burning of Black Wall Street,2021,N/A,31 May 2021,98 min,Documentary,Salima Koroma,N/A,"Alicia Odewale, Hannibal Johnson, Kary Stacklebeck","A documentary celebrating the Black cultural renaissance that existed in the Greenwood district of Tulsa, OK, and investigates the 100-year-old race massacre that left an indelible, though hidden stain on American history.",English,https://m.media-amazon.com/images/M/MV5BY2ZiNTNmMWItNjY1YS00Nzg4LThhNTItZWZjM2VkMTUwMzUwXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,N/A,6.7,"$353,224",N/A
113,Julia,2021,PG-13,18 Mar 2022,95 min,Documentary,"Julie Cohen, Betsy West",N/A,"José Andrés, Antonietta Brownell, Julia Child","Julia tells the story of the legendary cookbook author and television superstar who changed the way Americans think about food, television, and even about women.",English,https://m.media-amazon.com/images/M/MV5BOWE3ZmVhMDgtMjM0MS00YjY5LTg3MGUtNmVhNDhlNDUyMjk5XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,71,7.6,"$350,000",N/A
114,Benedetta,2021,Unrated,03 Dec 2021,131 min,"Biography, Drama, History",Paul Verhoeven,"David Birke, Paul Verhoeven, Judith C. Brown","Virginie Efira, Charlotte Rampling, Daphne Patakia","A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love affair.","French, Latin",https://m.media-amazon.com/images/M/MV5BNGRiMmEzOTYtYThjZC00ZDk3LThmN2YtNzYxY2FjZWYyMjU0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,73,6.7,"$100,094",N/A
115,Bo Gia,2021,N/A,12 Mar 2021,128 min,"Comedy, Drama, Family","Tran Thanh, Ngoc Dang Vu","Ho Thuc An, Nhi Bui","Tran Thanh, Tuan Tran, Ngan Chi","It centers around Sang, an old motorbike rider who lives in a low-income neighborhood in HCMC. Although Sang is poor and suffers from an illness, he always sacrifices himself for his family.",Vietnamese,https://m.media-amazon.com/images/M/MV5BY2ExMDIwYzAtOWE4YS00ZThkLTk1MDQtZTQ4YjViNzNlODk5XkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_SX300.jpg,N/A,6.7,"$404,371",N/A
116,Flee,2021,PG-13,17 Jun 2021,89 min,"Documentary, Animation",Jonas Poher Rasmussen,"Amin Nawabi, Jonas Poher Rasmussen","Daniel Karimyar, Fardin Mijdzadeh, Milad Eskandari","FLEE tells the extraordinary true story of a man, Amin, on the verge of marriage which compels him to reveal his hidden past for the first time.","Danish, English, Dari, Russian, Swedish",https://m.media-amazon.com/images/M/MV5BMTBmYzU0NWQtMmE3NC00MTEyLWJlMDktOGIzYTlmZjJlNDZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,90,8.1,"$288,714",N/A
117,Dutch,2021,R,12 Mar 2021,109 min,Action,Preston A. Whitmore II,"Preston A. Whitmore II, Teri Woods","Natasha Marc, Iyana Halley, Malcolm David Kelley","For Dutch, survival is the ultimate score, and power is the deadliest high of all. When he gains control of an African drug lord's stolen heroin business, Dutch quickly makes it the most feared drug empire on the East Coast.",English,https://m.media-amazon.com/images/M/MV5BNTRhM2VlOTQtMGY2Ni00Yjg5LTg3OGEtYzUyMGRmM2FlNGVjXkEyXkFqcGdeQXVyMjAyNjIzOQ@@._V1_SX300.jpg,N/A,3.7,"$269,435",N/A
118,India Sweets and Spices,2021,PG-13,12 Jun 2021,101 min,Comedy,Geeta Malik,Geeta Malik,"Sophia Ali, Manisha Koirala, Rish Shah","When college freshman Alia returns home for the summer, she discovers secrets and lies in her parents' past that make her question everything she thought she knew about her family.",English,https://m.media-amazon.com/images/M/MV5BODNiM2UzYzgtY2Q3Mi00NjQ5LWJhMWItOTU0MWQ3Mjg3Y2MzXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SX300.jpg,57,6.0,"$264,626",N/A
119,A Mouthful of Air,2021,R,29 Oct 2021,105 min,Drama,Amy Koppelman,Amy Koppelman,"Amanda Seyfried, Olivia Katz, Christian Kutz","Julie Davis writes bestselling children's books about unlocking your fears, but has yet to unlock her own. When her daughter is born, that trauma is brought to the fore, and with it, a crushing battle to survive.",English,https://m.media-amazon.com/images/M/MV5BMTlmYjQwNjAtMTY0Yi00ZjJmLThmNTktZWUwYzNmYTQ3YjA2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,52,6.0,"$254,775",N/A
120,Rita Moreno: Just a Girl Who Decided to Go for It,2021,PG-13,18 Jun 2021,90 min,"Documentary, Biography",Mariem Pérez Riera,N/A,"Lin-Manuel Miranda, Morgan Freeman, Marlon Brando",A look at the life and work of Rita Moreno from her humble beginnings in Puerto Rico to her success on Broadway and in Hollywood.,English,https://m.media-amazon.com/images/M/MV5BZDI2NTNlYmYtYWI2MC00ZTM2LTkzZjYtNTVhMzc3MmRjNjhlXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,77,7.7,N/A,N/A
121,Once I Was Engaged,2021,N/A,21 Jul 2021,107 min,Comedy,"Maclain Nelson, Stephen Shimek",Maclain Nelson,"Bart Johnson, Paris Warner, Clare Niederpruem","When Bree Carrington gets engaged while at BYU Hawaii, her loving but over-the-top mom goes all out to create the wedding of the century. But both mother and daughter must overcome the pressure of perfection when this happily ever af",N/A,https://m.media-amazon.com/images/M/MV5BYTdhMTIxYmMtMmM4YS00ODllLWE1M2YtMWUwMTk5MDVmYTJjXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,N/A,7.0,"$231,687",N/A
122,Supernova,2021,N/A,23 Jul 2021,N/A,"Short, Drama",Lorenzo Baldi,Lorenzo Baldi,"Jules Baron, Paul Samrani","A musician goes to the psychologist to face his emotional troubles. During three sessions of analysis, the relationship with the psychologist changes, around the struggle of believing in the possibility of healing ourselves from our ",French,https://m.media-amazon.com/images/M/MV5BMGEyMmNmZjctMzI3MS00ZjE3LTk2YTYtMzhlZDczNTc0MTJkXkEyXkFqcGdeQXVyNjA3Njk2OTI@._V1_SX300.jpg,N/A,N/A,N/A,N/A
123,Becoming Cousteau,2021,PG-13,24 Nov 2021,94 min,"Documentary, Adventure, Biography",Liz Garbus,"Mark Monroe, Pax Wassermann","Vincent Cassel, Carol Burnett, Louis Malle","A look at the life, passions, achievements and tragedies surrounding the famous explorer and environmentalist Jacques Cousteau, featuring an archive of his newly restored footage.","English, French",https://m.media-amazon.com/images/M/MV5BMjAwZWM1YmItNDk5Mi00YTQ4LWJjMzEtZGVlNDQ0MWU0MGE5XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,74,7.1,N/A,N/A
124,Limbo,2021,N/A,18 Nov 2021,118 min,Drama,Soi Cheang,Kin-Yee Au,"Ka-Tung Lam, Yase Liu, Mason Lee","Rookie policeman Will Ren and his partner, the veteran cop Cham Lau, are pursuing an obsessive and especially brutal murderer of women.","Chinese, Cantonese",https://m.media-amazon.com/images/M/MV5BNjUxYzI0NGQtY2ZiZi00ZTA3LWEwZTctZGFlMmIzNzQzNDU4XkEyXkFqcGdeQXVyMTM1NTM4MzQx._V1_SX300.jpg,N/A,7.2,"$214,390",N/A
125,Doctor,2021,N/A,09 Oct 2021,148 min,"Action, Comedy, Crime",Nelson Dilipkumar,Nelson Dilipkumar,"Sivakarthikeyan, Vinay Rai, Priyanka Arulmohan","When his fiancee's niece is kidnapped, a stoic army doctor and his motley team launch a rescue operation in which they need both wit and their wits.",Tamil,https://m.media-amazon.com/images/M/MV5BYjI5MDJmZDItMjcyMS00YWY3LTk4ZmMtZTIzOTVjZTlhMDA4XkEyXkFqcGdeQXVyMTI4Nzc4Njg3._V1_SX300.jpg,N/A,7.6,N/A,N/A
126,Together,2021,R,27 Aug 2021,92 min,"Comedy, Drama","Stephen Daldry, Justin Martin",Dennis Kelly,"James McAvoy, Sharon Horgan, Samuel Logan",A husband and wife are forced to re-evaluate themselves and their relationship through the reality of the COVID-19 lockdown.,English,https://m.media-amazon.com/images/M/MV5BMzg4YjZhOTEtZmI0NC00M2ExLThhMzUtNGVmN2UzODNmMDIxXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,59,6.4,"$204,513",N/A
127,La Piscine,2021,N/A,14 May 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$191,996",N/A
128,Ailey,2021,PG-13,23 Jul 2021,95 min,"Documentary, Biography",Jamila Wignot,N/A,"Alvin Ailey, Judith Jamison, Samuel Lee Roberts","An immersive portrait of dance pioneer Alvin Ailey, told through his own words and a new dance inspired by his life.",English,https://m.media-amazon.com/images/M/MV5BZDAzOWYzN2ItMTM0MS00OWU5LTkwZjctMjcwMTJmMmU0ZWVkXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,77,6.9,N/A,N/A
129,The Resort,2021,N/A,12 Jul 2021,75 min,Horror,Taylor Chien,Taylor Chien,"Bianca Haase, Brock O'Hurn, Michael Vlamis","Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous Half-Faced Girl. When they arrive, they soon learn you should be careful what you wish for.",English,https://m.media-amazon.com/images/M/MV5BZWUzNDRmZDQtMmQ3Yi00YmJiLWFmMGEtNGZjMmFiZjIxYWM1XkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SX300.jpg,N/A,3.0,"$147,595",N/A
130,"O, What Rice! O, What Beans!",2021,N/A,01 Jun 2021,6 min,"Animation, Short",Jer Moran,Jer Moran,"Alec Bersoux, Timothy Bethel Brewer, Vincent Gagnepain",This is the story of a man who is driven mad by his obsession with the most delicious dish in the world: Rice and Beans.,English,https://m.media-amazon.com/images/M/MV5BYjI1OWQ2NjUtMDRlZi00MmQ2LWIwMTMtMTVhYjM0MWY4YTZhXkEyXkFqcGdeQXVyMjU5MDI4Nzg@._V1_SX300.jpg,N/A,N/A,"$146,329",N/A
131,Wolf,2021,R,18 Feb 2022,99 min,"Drama, Mystery, Thriller",Nathalie Biancheri,Nathalie Biancheri,"George MacKay, Lily-Rose Depp, Paddy Considine",A high-concept arthouse drama about a boy who believes he is a wolf.,English,https://m.media-amazon.com/images/M/MV5BMGNhNjBjZGQtYTU1Mi00NmQxLTgwZTktM2QyOGI3OTMwMmMxXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,52,6.4,"$145,191",N/A
132,SAS: Red Notice,2021,R,16 Mar 2021,124 min,"Action, Thriller",Magnus Martens,"Laurence Malkin, Andy McNab","Sam Heughan, Ruby Rose, Andy Serkis",A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,"English, French",https://m.media-amazon.com/images/M/MV5BYzVjMWU4OGUtNGEyZS00MjJiLWIzNTMtNDk1NDdmMDUwYTAyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,N/A,5.2,"$145,174",N/A
133,Bergman Island,2021,R,14 Jul 2021,112 min,Drama,Mia Hansen-Løve,Mia Hansen-Løve,"Vicky Krieps, Tim Roth, Grace Delrue",A couple retreat to the island that inspired Ingmar Bergman to write screenplays for their upcoming films when the lines between reality and fiction start to blur.,"English, French, Swedish",https://m.media-amazon.com/images/M/MV5BMzUyMjIzOTMtMjlmZi00MWM4LWEwYmMtYmIyNzc0Mjk5YzEyXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,81,6.8,N/A,N/A
134,Mass,2021,PG-13,15 Oct 2021,111 min,Drama,Fran Kranz,Fran Kranz,"Jason Isaacs, Martha Plimpton, Ann Dowd",Aftermath of a violent tragedy that affects the lives of two couples in different ways.,English,https://m.media-amazon.com/images/M/MV5BZGM3MDg1YzYtMzM0MS00ZGY2LWE4ZjctZDZhYmZlYjVlZGE5XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,81,7.7,N/A,N/A
135,The Reckoning,2021,N/A,04 Jun 2021,50 min,Western,"Carlos Diaz, George Meyers, Dink Thomas","CJ Morrison, Dink Thomas, Tracy Townsend","CJ Morrison, Dink Thomas, Wally Welch",Two Texas Rangers are given the task of going after a notorious outlaw to rescue a Territorial Judge's daughter who's been kidnapped in an act of revenge. Will they succeed in rescuing the girl?,English,https://m.media-amazon.com/images/M/MV5BMDdlYzJmOTYtMTQ1Ni00YjgwLTgxYzMtMjk2MTNjZWZkMjk1XkEyXkFqcGdeQXVyNjg0MzIxNDA@._V1_SX300.jpg,N/A,N/A,"$130,934",N/A
136,No Man's Land,2021,N/A,19 Nov 2021,114 min,"Crime, Drama, Thriller",Jishnu Harindra Varma,Jishnu Harindra Varma,"Lukman Lukku, Sreeja Das, Sudhi Koppa","Working as a housekeeper cum escort, Sumitra trudges along with her uneventful life in a resort at a hill station in Kerala. Haunted with self-pity, she finds solace in alcohol.",Malayalam,https://m.media-amazon.com/images/M/MV5BZGUxZjdiMDAtOTNmOC00OTM2LWFlZDgtMTJjYjc5NTIyOTUxXkEyXkFqcGdeQXVyNTEwMTY1OTQ@._V1_SX300.jpg,N/A,7.7,"$17,530",N/A
137,Tadap,2021,N/A,03 Dec 2021,126 min,"Action, Drama, Romance",Milan Luthria,"Rajat Arora, Ajay Bhupathi","Ahan Shetty, Tara Sutaria, Saurabh Shukla",Unforeseen circumstances threaten the passionate relationship between star-crossed lovers.,Hindi,https://m.media-amazon.com/images/M/MV5BMWUyNzBjNmEtOGM2NS00NDg3LTkzYjEtM2ZkNjc0NTRlODBlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,N/A,5.7,N/A,N/A
138,Gaia,2021,R,18 Jun 2021,96 min,"Drama, Fantasy, Horror",Jaco Bouwer,Tertius Kapp,"Monique Rockman, Carel Nel, Alex van Dyk",An injured forest ranger on a routine mission is saved by two off-the-grid survivalists. What is initially a welcome rescue grows more suspicious as the son and his renegade father reveal a cultish devotion to the forest.,"English, Afrikaans",https://m.media-amazon.com/images/M/MV5BMWU0MzJiMWEtOWQyYi00YTZkLWExYWEtZDZkODRlZDliOTVhXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,64,5.6,"$124,772",N/A
139,Swan Song,2021,R,17 Dec 2021,112 min,"Drama, Romance, Sci-Fi",Benjamin Cleary,Benjamin Cleary,"Mahershala Ali, Naomie Harris, Awkwafina","In the near future, a terminally ill man explores a heart wrenching, emotionally complex solution to save his wife and son from grief by duplicating himself without them knowing.",English,https://m.media-amazon.com/images/M/MV5BZjlmOWI0MWUtZWNhZi00MzNmLTlhNGQtOTE3ZDljNTJkYjE0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,66,6.8,"$120,226",N/A
140,The Djinn,2021,R,14 May 2021,82 min,"Horror, Thriller","David Charbonier, Justin Powell","David Charbonier, Justin Powell","Ezra Dewey, Rob Brownstein, Tevy Poe",A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart's greatest desire.,"English, American Sign ",https://m.media-amazon.com/images/M/MV5BYzJhZGMwMDMtNzgwYS00OWJiLWFjM2ItYWYxM2E0YTMzMzg1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,59,4.7,N/A,N/A
141,Walking with Herb,2021,PG,30 Apr 2021,110 min,Comedy,Ross Kagan Marks,Mark Medoff,"Edward James Olmos, George Lopez, Kathleen Quinlan","Sixty-five-year-old Joe Amable-Amo thinks nothing much in his background distinguishes him from other guys his age. He is struggling with his faith after tragedy hits. As the former amateur golfer's life continues to unfold, Joe is b",English,https://m.media-amazon.com/images/M/MV5BMDMwNTI0NjQtMmZkMy00NTFjLWJhM2UtZjI2ZTU5ZDZlNGIwXkEyXkFqcGdeQXVyNTE3NjU0Nzk@._V1_SX300.jpg,N/A,5.1,"$110,995",N/A
142,The World to Come,2021,N/A,15 Apr 2021,N/A,"Short, Drama, Horror",Josh Fagen,Josh Fagen,"Steven Hobé, Andrew Johnston, Harriet Karsh","When a strange apparition forces itself into the house of mourning, Ellen and her family must come to terms with a recent loss.",English,https://m.media-amazon.com/images/M/MV5BY2RmNTUzOTItODJhMy00ZjAxLWI2MjItYTQ4NzY3OGMwY2Q0XkEyXkFqcGdeQXVyMTA5MzM4MDg4._V1_SX300.jpg,N/A,N/A,"$107,798",N/A
143,Small Engine Repair,2021,R,10 Sep 2021,102 min,"Comedy, Drama, Thriller",John Pollono,John Pollono,"Jon Bernthal, Shea Whigham, Jordana Spiro",Events spin wildly out of control when three lifelong friends agree to do a favor on behalf of the brash young woman they all adore.,English,https://m.media-amazon.com/images/M/MV5BMWRjNTQ5MTEtNGMyYi00MGI4LWFhZjYtYmQ4MWZmMjE5YzFhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,57,6.6,"$102,651",N/A
144,The Loneliest Whale: The Search for 52,2021,PG,09 Jul 2021,96 min,"Documentary, Adventure",Joshua Zeman,"Lisa Schiller, Lisa Schiller, Joshua Zeman","Joshua Zeman, Joseph George, David Rosenberg","Finding 52: The Search for the Loneliest Whale in the World is a feature length documentary that will take audiences on a journey to find the forgotten ""52 Hertz Whale."" Calling out at 52 Hz, a frequency unrecognized by other whales,",English,https://m.media-amazon.com/images/M/MV5BZmE1M2Q5MTUtMjY5ZS00OTNjLTkzY2QtMTljYTU1YjdlODk2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,69,6.6,N/A,N/A
145,Tango Shalom,2021,PG-13,29 Oct 2021,115 min,"Comedy, Family",Gabriel Bologna,"Joseph Bologna, Claudio Laniado, Jos Laniado","Lainie Kazan, Renée Taylor, Philip Anthony-Rodriguez","A Tango dancer and a rabbi develop a plan to enter a dance competition without sacrificing his orthodox beliefs. Family, tolerance, and community are tested one dazzling dance step at a time.",English,https://m.media-amazon.com/images/M/MV5BYzgwOTM0YjUtODZkMS00MTA4LWFlMjYtZjhmM2RkM2IxNjQ1XkEyXkFqcGdeQXVyMjg5NTEwNg@@._V1_SX300.jpg,N/A,6.4,"$98,929",N/A
146,The Misfits,2021,R,11 Jun 2021,94 min,"Action, Adventure, Thriller",Renny Harlin,"Kurt Wimmer, Robert Henny","Pierce Brosnan, Tim Roth, Nick Cannon","After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless othe",English,https://m.media-amazon.com/images/M/MV5BMTQzNDYzMDItNWZhYy00NmVhLTkwNTMtMGYwYzY5MGY3NTg5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,25,4.3,"$95,643",N/A
